datetime,day_of_the_month,interval,interval_sin,interval_cos,open,high,low,close,volume,RSI,Stoch_RSI,log_returns
2023-01-07 09:00:00,7,3,0.11196447610330786,0.9937122098932426,0.004606519717001267,0.004352522625163918,0.004515294115569307,0.004275402614678403,0.0852355278832451,0.4787957041075261,1.0,-0.0017592667942102854
2023-01-07 13:00:00,7,4,0.14904226617617444,0.9888308262251285,0.004280722497857159,0.004274597476300018,0.004514521440196262,0.004516589796430159,0.0931680498232022,0.4786869996334892,0.9495196318520194,0.0013066059878799124
2023-01-07 17:00:00,7,5,0.18591160716291458,0.9825664732332883,0.0045238710248622915,0.004257722650959833,0.004602827197113468,0.004556169790542242,0.07198177434981612,0.4787063719006826,0.9585157581701783,0.00021425744678245183
2023-01-07 21:00:00,7,6,0.2225209339563144,0.9749279121818236,0.004561488173659062,0.0043199552870869795,0.004751401633126678,0.00455093607231255,0.06905721970527445,0.4787424139815425,0.9752530408509968,-2.8328929563703417e-05
2023-01-08 01:00:00,8,1,0.037391194276325625,0.9993007047883985,0.004559089398953192,0.004353060039983675,0.004547636099040214,0.004555842683152872,0.08226818701708749,0.4788428214627456,1.0,2.6558394977376197e-05
2023-01-08 05:00:00,8,2,0.07473009358642425,0.9972037971811801,0.00456116106801735,0.004375846428341101,0.004793346867662335,0.004662152584693574,0.06547051356488237,0.47860955892653884,0.8939965494032909,0.0005752587569204069
2023-01-08 09:00:00,8,3,0.11196447610330786,0.9937122098932426,0.00466747040157342,0.004489240955308588,0.004702723084626076,0.004374843261042594,0.09216947993847177,0.4787560787223766,0.9605807690216497,-0.0015554356451209432
2023-01-08 13:00:00,8,4,0.14904226617617444,0.9888308262251285,0.004380162612937277,0.005049442163417128,0.004651064216829509,0.005170913610938466,0.10444822755169458,0.4784873509468067,0.8384605522701083,0.004303845524989771
2023-01-08 17:00:00,8,5,0.18591160716291458,0.9825664732332883,0.005176228709647845,0.005074055762161717,0.004603931019074942,0.004372989652502907,0.10662944973463384,0.4785224650476169,0.8544177475875112,-0.004313888452597635
2023-01-08 21:00:00,8,6,0.2225209339563144,0.9749279121818236,0.004378309014300946,0.006739074356714503,0.004695658624072702,0.006560029657736666,0.1601320435206232,0.47846324026207615,0.0,0.011779876568185074
2023-01-09 01:00:00,9,1,0.037391194276325625,0.9993007047883985,0.006565337334780319,0.007551753047142035,0.006685297709613597,0.007314230261794952,0.23275136212897993,0.4784765378601148,0.03503228825660147,0.004030324032502556
2023-01-09 05:00:00,9,2,0.07473009358642425,0.9972037971811801,0.007319533909351833,0.007658806079236469,0.0075169171753814434,0.0073303675596698425,0.15287476380268136,0.4784813039886475,0.04758857008587688,8.605781927821641e-05
2023-01-09 09:00:00,9,3,0.11196447610330786,0.9937122098932426,0.007330546465956073,0.007905157032610327,0.007593632801703276,0.007771417356318089,0.17566179876858098,0.4784634556450692,0.0005674227086179862,0.0023491905228996447
2023-01-09 13:00:00,9,4,0.14904226617617444,0.9888308262251285,0.007782606462800629,0.008441174573830035,0.007635467654042799,0.008093727170630144,0.23143126389606078,0.47844799905256624,0.0,0.0017132551335617137
2023-01-09 17:00:00,9,5,0.18591160716291458,0.9825664732332883,0.008099026653549002,0.009123153980094167,0.008488501265863063,0.008368497377689077,0.2407226741955879,0.4784140972963169,0.0,0.0014582416077677464
2023-01-09 21:00:00,9,6,0.2225209339563144,0.9749279121818236,0.008379247153281338,0.008204174638319822,0.006942929755419575,0.007109897179243929,0.18443370459264885,0.4785703807224201,0.3645314128313675,-0.00669706421747186
2023-01-10 01:00:00,10,1,0.037391194276325625,0.9993007047883985,0.00712370666518089,0.0073625830305896756,0.007145370703152271,0.007409309476301085,0.14083652482684836,0.4785502179635179,0.3175017362208544,0.0015972558056431456
2023-01-10 05:00:00,10,2,0.07473009358642425,0.9972037971811801,0.007410142172105755,0.007350867387519083,0.0076179168848555245,0.0073818324555951775,0.11788861603070847,0.4785537196582581,0.32566944640474854,-0.0001464736472116426
2023-01-10 09:00:00,10,3,0.11196447610330786,0.9937122098932426,0.007387135741972084,0.00791096111266365,0.0076022426130026854,0.007923631328165037,0.14147004016534157,0.4785210800323869,0.31283200758195595,0.00288425265009627
2023-01-10 13:00:00,10,4,0.14904226617617444,0.9888308262251285,0.007928931719859311,0.008867344525892662,0.007871685553796332,0.00873932812142228,0.26388289224443545,0.47849113631256224,0.22527251591694467,0.004326711412746728
2023-01-10 17:00:00,10,5,0.18591160716291458,0.9825664732332883,0.008744624155072489,0.009738708914637045,0.00864281557607588,0.00988583952111477,0.1970125435993131,0.4784414081574013,0.17475212673147644,0.006049980263667724
2023-01-10 21:00:00,10,6,0.2225209339563144,0.9749279121818236,0.009891129429269313,0.010200133278875312,0.009986498049767367,0.009970996478143784,0.14923643931753672,0.47845509723576424,0.26234349009132074,0.00044790444842353875
2023-01-11 01:00:00,11,1,0.037391194276325625,0.9993007047883985,0.009976067860900273,0.010318364539220554,0.009576428191083092,0.009703640705243516,0.1454677582821038,0.47842020757199066,0.039097400320036335,-0.001406899316317244
2023-01-11 05:00:00,11,2,0.07473009358642425,0.9972037971811801,0.009712747819322992,0.009813087125690595,0.009812866855228919,0.010036308920218534,0.13519154449291285,0.4784582031302068,0.2822169630500262,0.0017502906559684658
2023-01-11 09:00:00,11,3,0.11196447610330786,0.9937122098932426,0.010045632327370824,0.009911541520669004,0.010041137236859898,0.009939267061376239,0.13639289870815666,0.47850265766217454,0.5666651164862021,-0.0005102567447399061
2023-01-11 13:00:00,11,4,0.14904226617617444,0.9888308262251285,0.009944556684082118,0.009541800124680255,0.00901369975512814,0.008790902053144062,0.22471047079556683,0.47881736637302436,1.0,-0.00605808322572608
2023-01-11 17:00:00,11,5,0.18591160716291458,0.9825664732332883,0.008790418944912032,0.010981534426793366,0.00906690397367077,0.011166355914646792,0.25585554790120163,0.47855048398546113,0.33820269646704343,0.012491160821227192
2023-01-11 21:00:00,11,6,0.2225209339563144,0.9749279121818236,0.01116433362202221,0.015585029772781034,0.011146946077855685,0.015451135607820021,0.3017849247187208,0.47844196002257844,0.06909214683413441,0.022144082964160993
2023-01-12 01:00:00,12,1,0.037391194276325625,0.9993007047883985,0.015456395782125376,0.019730755175304704,0.015544462390136626,0.018519620991571534,0.3794936868750926,0.47841637065222903,0.0,0.015562162485496562
2023-01-12 05:00:00,12,2,0.07473009358642425,0.9972037971811801,0.01852486477180182,0.018179990971431054,0.01739822099222116,0.017576897495447774,0.170050451273257,0.4784069606832852,0.0,-0.004755405258268016
2023-01-12 09:00:00,12,3,0.11196447610330786,0.9937122098932426,0.01758203727717697,0.017977493067348832,0.01735263314521268,0.018259243509644196,0.1561516500563701,0.47840491431897564,0.0,0.0034442349774016956
2023-01-12 13:00:00,12,4,0.14904226617617444,0.9888308262251285,0.01826448868099992,0.019674434102194827,0.015376681451993918,0.01701427278575554,0.6027038999225341,0.47844287781800976,0.09204342337851912,-0.006293110770873752
2023-01-12 17:00:00,12,5,0.18591160716291458,0.9825664732332883,0.017026720932765693,0.026978223951503705,0.017171054432551652,0.025723288955764173,0.5109325388792273,0.4783997934343218,0.0,0.04321405083031789
2023-01-12 21:00:00,12,6,0.2225209339563144,0.9749279121818236,0.025728494248774075,0.027591306777875718,0.024979380605759854,0.025300993316105663,0.2705923229588888,0.47840982413207367,0.02402142673093756,-0.0020529017489408423
2023-01-13 01:00:00,13,1,0.037391194276325625,0.9993007047883985,0.025306200865325257,0.025118768675164993,0.02445087065061033,0.0256253748105503,0.19075535145160732,0.47841300225146505,0.031632359089905096,0.0015772878113723212
2023-01-13 05:00:00,13,2,0.07473009358642425,0.9972037971811801,0.025630580626688604,0.025084266643737002,0.025160517789636266,0.025057080239442614,0.15329604975203112,0.47842498274979767,0.06032315109812163,-0.002764943027694887
2023-01-13 09:00:00,13,3,0.11196447610330786,0.9937122098932426,0.02507046673286556,0.02695350286979517,0.025509325529459254,0.026111456391133214,0.24588221207252495,0.4784148776168553,0.03612346762793689,0.005123841524823977
2023-01-13 13:00:00,13,4,0.14904226617617444,0.9888308262251285,0.02611665961027107,0.02967507899997851,0.025525993241077377,0.029821290329615197,0.39091896980133267,0.47840362925769514,0.009185996068770857,0.017822416766776775
2023-01-13 17:00:00,13,5,0.18591160716291458,0.9825664732332883,0.029826473728128744,0.030699929061243775,0.028270425783868153,0.030920589229444018,0.3498343544792124,0.4783993826857621,0.0,0.0052207082268685675
2023-01-13 21:00:00,13,6,0.2225209339563144,0.9749279121818236,0.03094124975507964,0.037081622562823796,0.031092015481765323,0.0371138224679162,0.36129741000084914,0.47837640752065036,0.0,0.028913737207406823
2023-01-14 01:00:00,14,1,0.037391194276325625,0.9993007047883985,0.03711896690443245,0.05060297942776071,0.03740896780283798,0.04842323334750798,0.612889720148187,0.4783698304798048,0.0,0.05073410674113687
2023-01-14 05:00:00,14,2,0.07473009358642425,0.9972037971811801,0.04842831736094655,0.0481914916485737,0.04722547727053972,0.04766140023769805,0.2044041108679163,0.4783788783520378,0.12386313389880775,-0.003337907519080363
2023-01-14 09:00:00,14,3,0.11196447610330786,0.9937122098932426,0.0476664883214018,0.04807057331412973,0.04112895819517165,0.045746404544611985,0.36688090145537033,0.4784015422478324,0.43412626396614706,-0.008439927088451423
2023-01-14 13:00:00,14,4,0.14904226617617444,0.9888308262251285,0.04574387039463876,0.04997957823684948,0.04491572981617392,0.046455246257346317,0.32515314799918604,0.4783905571312868,0.2837427343877373,0.0031323753034156417
2023-01-14 17:00:00,14,5,0.18591160716291458,0.9825664732332883,0.0464506366511622,0.04687579268685915,0.04592992143436808,0.04642188130363198,0.18396627162400947,0.47839190333329906,0.3021719071038665,-0.00014722006684219225
2023-01-14 21:00:00,14,6,0.2225209339563144,0.9749279121818236,0.04642697600974513,0.04860669833831341,0.047011666956603915,0.04828901028207558,0.11581356743303867,0.47837790225982424,0.14635444779530535,0.008205400314239717
2023-01-15 01:00:00,15,1,0.037391194276325625,0.9993007047883985,0.048270543406427974,0.047849695823212024,0.044726865878567224,0.04571761909434868,0.17366244911642725,0.47842565386736857,1.0,-0.011317966157242752
2023-01-15 05:00:00,15,2,0.07473009358642425,0.9972037971811801,0.045722717563141474,0.04556826243040482,0.0460058643853169,0.04589861851645893,0.09143846512373299,0.478418396957366,0.8700023355924872,0.0008008727045355122
2023-01-15 09:00:00,15,3,0.11196447610330786,0.9937122098932426,0.04590371601822149,0.045239579526645035,0.04497103129644334,0.0457518563344346,0.13020605089705195,0.47842180427455416,0.9310397848926495,-0.0006493331297340305
2023-01-15 13:00:00,15,4,0.14904226617617444,0.9888308262251285,0.04575695462030721,0.0477659665942948,0.04584426485015841,0.04778046732742358,0.1480512827294439,0.47840736884141416,0.672448650066214,0.008938215681363246
2023-01-15 17:00:00,15,5,0.18591160716291458,0.9825664732332883,0.0477712711619632,0.0483752875169286,0.045985112532441336,0.047364713835552213,0.17193700954427846,0.47841618907221284,0.8304510785028034,-0.0018253443505201706
2023-01-15 21:00:00,15,6,0.2225209339563144,0.9749279121818236,0.04736980350436998,0.047317977600550315,0.04688351322687781,0.047379433668073234,0.0966914458708327,0.47843033331982143,1.0,6.46835954242383e-05
2023-01-16 01:00:00,16,1,0.037391194276325625,0.9993007047883985,0.04740076950511862,0.05255476257013264,0.04714633323590267,0.04960572656002965,0.301722028249775,0.4784254264695493,0.9188988439087671,0.009735177076098833
2023-01-16 05:00:00,16,2,0.07473009358642425,0.9972037971811801,0.04960120915690808,0.05062447602055076,0.050098394689645026,0.04997154165712603,0.15003067926872393,0.47846007398047496,1.0,0.0015906165059319155
2023-01-16 09:00:00,16,3,0.11196447610330786,0.9937122098932426,0.04997847099701472,0.04904684107568952,0.045996150752055986,0.046791294582011284,0.22654098729893019,0.4769973727918784,0.0,-0.013913524276850381
2023-01-16 13:00:00,16,4,0.14904226617617444,0.9888308262251285,0.04678624703955764,0.04840914465057289,0.04539434701866521,0.048716975783149596,0.2291036394384962,0.48026218377538105,1.0,0.008447918818353663
2023-01-16 17:00:00,16,5,0.18591160716291458,0.9825664732332883,0.048735142452871416,0.05228422794986995,0.048760452090153145,0.052145061223599715,0.2641684066160595,0.4785914471198098,0.48825930076391066,0.014864559080699622
2023-01-16 21:00:00,16,6,0.2225209339563144,0.9749279121818236,0.052136168844954006,0.05292514886390509,0.05021451675999114,0.05080479321361203,0.17069584799521365,0.4787809914920869,0.5463160682873531,-0.005785273518983119
2023-01-17 01:00:00,17,1,0.037391194276325625,0.9993007047883985,0.050809864503030044,0.05104408951181241,0.04793126103270054,0.05013880256888337,0.19874846446562433,0.4788961213981083,0.5815799492909008,-0.002887247687733564
2023-01-17 05:00:00,17,2,0.07473009358642425,0.9972037971811801,0.050143877416506555,0.05037318085083514,0.05035403985592035,0.05023780707206177,0.1259024116244497,0.47939253787285163,0.7336305510720821,0.00042973888345219235
2023-01-17 09:00:00,17,3,0.11196447610330786,0.9937122098932426,0.050242881390731076,0.05051118897654722,0.05059334845716598,0.05117660527951326,0.14926612458119204,0.4786063865736766,0.4928352023834357,0.00406579488813895
2023-01-17 13:00:00,17,4,0.14904226617617444,0.9888308262251285,0.05117578668089065,0.0547889034588018,0.050014062691789096,0.0507002278848146,0.40083683832444067,0.4786658770433595,0.5110569217979748,-0.0020610534609926956
2023-01-17 17:00:00,17,5,0.18591160716291458,0.9825664732332883,0.05070529973289645,0.05225821707259401,0.05061012655098027,0.05244916205990427,0.22284072100379243,0.4785708219368849,0.481941880542924,0.007546048135244296
2023-01-17 21:00:00,17,6,0.2225209339563144,0.9749279121818236,0.05245422456391091,0.052270577613448305,0.05102637781264874,0.05025045522445021,0.1628573932038536,0.47916807511341336,0.6648784056730138,-0.009495902301284382
2023-01-18 01:00:00,18,1,0.037391194276325625,0.9993007047883985,0.05022805260164018,0.051886755949182045,0.050821508456600856,0.05159955513395048,0.1841481809614811,0.4788027243765795,0.5529727735613729,0.005837252839239757
2023-01-18 05:00:00,18,2,0.07473009358642425,0.9972037971811801,0.05158783075423254,0.05126937380425203,0.052205590814081965,0.05213819196842323,0.1211658173866684,0.4787527691999913,0.5376716805300786,0.0023210762166899794
2023-01-18 09:00:00,18,3,0.11196447610330786,0.9937122098932426,0.0521432561338577,0.05123465680689612,0.0513496872651619,0.05101217929846366,0.15138889529282787,0.4799108936090862,0.8924010706684188,-0.00485833276888072
2023-01-18 13:00:00,18,4,0.14904226617617444,0.9888308262251285,0.05101724947987474,0.05481631161460909,0.04793887740423464,0.049246453610720387,0.44914526131786703,0.47472412519902146,0.0,-0.007666308134045891
2023-01-18 17:00:00,18,5,0.18591160716291458,0.9825664732332883,0.0492515332259191,0.049300285904684105,0.04313890760480352,0.04776149509884095,0.5186267071090959,0.4806309558633736,1.0,-0.0064931036218273735
2023-01-18 21:00:00,18,6,0.2225209339563144,0.9749279121818236,0.0477538255277386,0.04717072593993851,0.04553276629263295,0.04526381210951558,0.18556317798891228,0.4775310454087697,0.475199031299157,-0.011017326951723288
2023-01-19 01:00:00,19,1,0.037391194276325625,0.9993007047883985,0.0452689130028745,0.045872116769492044,0.045920980476480217,0.04603327772507715,0.17010290839377315,0.4778868459725467,0.5354344746349978,0.0034070826534638343
2023-01-19 05:00:00,19,2,0.07473009358642425,0.9972037971811801,0.04603837450739254,0.04648433973215249,0.046842892578695894,0.04680645055771809,0.13112538057008646,0.4777245030863475,0.5079505504421219,0.0034118452544557305
2023-01-19 09:00:00,19,3,0.11196447610330786,0.9937122098932426,0.04681143417396938,0.04618274253530816,0.04644761393429525,0.0459861742610099,0.16202361648271146,0.4777386235699638,0.5103410851330029,-0.0036200793720544246
2023-01-19 13:00:00,19,4,0.14904226617617444,0.9888308262251285,0.0459961778796118,0.047402459210215186,0.04593875201005981,0.04743329735152049,0.2815148788694454,0.47744522744380363,0.4606704338426478,0.006377700127334687
2023-01-19 17:00:00,19,5,0.18591160716291458,0.9825664732332883,0.04743838665391534,0.049356929426685875,0.04737736317243732,0.04977222422121183,0.23603755232585316,0.4765442118199047,0.30813252051857404,0.010222788127534802
2023-01-19 21:00:00,19,6,0.2225209339563144,0.9749279121818236,0.049789840076961384,0.04989359186568931,0.04879224216264336,0.0495611309192808,0.16843172437701034,0.4761808229206348,0.24661240593954495,-0.0009183508090658102
2023-01-20 01:00:00,20,1,0.037391194276325625,0.9993007047883985,0.04956620885324503,0.05019024484619189,0.049837009649170066,0.049737223730550756,0.1695187084589257,0.47743828753437867,0.4594955382312278,0.0007661412451273944
2023-01-20 05:00:00,20,2,0.07473009358642425,0.9972037971811801,0.04974230072369942,0.04919849953782329,0.0481516942784051,0.048338294462071885,0.17569528604716597,0.47715961395211653,0.41231734774339857,-0.006102687418623169
2023-01-20 09:00:00,20,3,0.11196447610330786,0.9937122098932426,0.04833236637271135,0.047765321696511126,0.04856573789615068,0.04838267203122784,0.15170118192196558,0.47764200384990424,0.4939837988741148,0.0001941657260657953
2023-01-20 13:00:00,20,4,0.14904226617617444,0.9888308262251285,0.04838590266273804,0.050490659730432735,0.049192046477086,0.05035905487771636,0.2925652778271603,0.47707068669396635,0.3972623608640823,0.008609286324607161
2023-01-20 17:00:00,20,5,0.18591160716291458,0.9825664732332883,0.050367181534581196,0.053515767750811516,0.051239194686819256,0.05419602455486133,0.31591521026803193,0.47897684842240784,0.7199670119293716,0.016505445827622516
2023-01-20 21:00:00,20,6,0.2225209339563144,0.9749279121818236,0.054201077725861246,0.0667031750467551,0.055155113477312945,0.06695910067275085,0.44521053661747284,0.4784374732402006,0.5070972819470305,0.05302134739197763
2023-01-21 01:00:00,21,1,0.037391194276325625,0.9993007047883985,0.06695089239325641,0.06710010963262325,0.06537926439538375,0.06565219761647748,0.21372650063751786,0.47843415994048605,0.8059071773209268,-0.0053018443955869035
2023-01-21 05:00:00,21,2,0.07473009358642425,0.9972037971811801,0.06566242327055705,0.06577957393753092,0.06640140353170043,0.06664453239998691,0.14110522497830827,0.4783917026723657,0.7907223129148517,0.004028270135312194
2023-01-21 09:00:00,21,3,0.11196447610330786,0.9937122098932426,0.06664951906202676,0.07293546722844432,0.06729141517922979,0.06955895020335179,0.47152879342693327,0.47838780739662595,0.7893291654856629,0.011737792470775619
2023-01-21 13:00:00,21,4,0.14904226617617444,0.9888308262251285,0.06957875008354822,0.07233603473849395,0.07012503653650695,0.07057570900526644,0.2776397511385023,0.47838740949147773,0.78918685449888,0.004062783679046237
2023-01-21 17:00:00,21,5,0.18591160716291458,0.9825664732332883,0.07058067466410886,0.0733227283475569,0.07153859094035922,0.07353712123690209,0.2855751547873435,0.478374857377002,0.7846975841156985,0.011740075277866273
2023-01-21 21:00:00,21,6,0.2225209339563144,0.9749279121818236,0.0735471957287854,0.07254616393301663,0.06823518295628248,0.06822762312867314,0.1997650572650522,0.4784456747221761,0.8100254450844844,-0.021147679644085322
2023-01-22 01:00:00,22,1,0.037391194276325625,0.9993007047883985,0.0682304206284157,0.06911025602442017,0.06737221494680903,0.06795230774263189,0.1970766624206191,0.47846328065669813,0.8163222168810477,-0.0011088703066418793
2023-01-22 05:00:00,22,2,0.07473009358642425,0.9972037971811801,0.0679657921642716,0.06897536490466263,0.0686324484802138,0.06944500779605944,0.13538504941803248,0.47845089167280386,0.7240754854342677,0.005997367577051378
2023-01-22 09:00:00,22,3,0.11196447610330786,0.9937122098932426,0.06945314151713125,0.06866140716696403,0.06873510392263008,0.06822827734345185,0.1445094283833725,0.47847465126673683,0.7365401119024558,-0.004885863794897597
2023-01-22 13:00:00,22,4,0.14904226617617444,0.9888308262251285,0.06824557652314836,0.0701725101571401,0.06784729991902363,0.06834712636158449,0.2256764402808052,0.4784480295550677,0.722573977092446,0.0004782996844887616
2023-01-22 17:00:00,22,5,0.18591160716291458,0.9825664732332883,0.06835341234969905,0.06889346288613254,0.06830582756181627,0.06755814333845803,0.1878720108044637,0.47846239104364896,0.7301082216252925,-0.003179497834792861
2023-01-22 21:00:00,22,6,0.2225209339563144,0.9749279121818236,0.06756018116855,0.06689621445000968,0.06394837998673647,0.06740254925692105,0.2688644833130201,0.4784788091008707,0.1726798507420394,-0.0006282188442013546
2023-01-23 01:00:00,23,1,0.037391194276325625,0.9993007047883985,0.06738725131929882,0.06746125239149595,0.06785657202349996,0.0668916075147471,0.16488276638681962,0.47853310925387543,1.0,-0.002065732987294011
2023-01-23 05:00:00,23,2,0.07473009358642425,0.9972037971811801,0.06689659285673241,0.06711590962832395,0.06734561283753773,0.0672719243727716,0.15124469729887152,0.48582166626245693,1.0,0.0015380236081184802
2023-01-23 09:00:00,23,3,0.11196447610330786,0.9937122098932426,0.0672846491830155,0.06886702207700082,0.06803263162635367,0.06954728337313143,0.17472703612151194,0.47886711940252347,0.06610375438571554,0.009152599128759169
2023-01-23 13:00:00,23,4,0.14904226617617444,0.9888308262251285,0.06955225452656966,0.07056256583331544,0.06624024552532656,0.06898640323618244,0.3696460507407027,0.4792693078284261,0.12011191171712382,-0.002248364720520083
2023-01-23 17:00:00,23,5,0.18591160716291458,0.9825664732332883,0.0690164554854471,0.07126120509899184,0.06794013134598284,0.0683248830591083,0.32756571307501997,0.47647146484197067,0.0,-0.0026583075887272236
2023-01-23 21:00:00,23,6,0.2225209339563144,0.9749279121818236,0.06832986074349587,0.06980545583525014,0.06904075222375974,0.0696767088635199,0.15655788281186908,0.47577169494468663,0.0,0.005424775034808983
2023-01-24 01:00:00,24,1,0.037391194276325625,0.9993007047883985,0.06969650811456418,0.07088243513403125,0.07026555307220142,0.07145202970135095,0.18938619050798927,0.47723776733445095,0.14587826605753632,0.007079818735147945
2023-01-24 05:00:00,24,2,0.07473009358642425,0.9972037971811801,0.07146353279108666,0.07106988542316045,0.0718364021055625,0.07117736853008844,0.15705935719648453,0.47871726889268484,0.29309277159725483,-0.0010920517371236346
2023-01-24 09:00:00,24,3,0.11196447610330786,0.9937122098932426,0.0711890911576912,0.07029654549753866,0.06922056482128239,0.06968990219489057,0.2109265921826816,0.47914469734397,0.3356230871345152,-0.0059349678927169336
2023-01-24 13:00:00,24,4,0.14904226617617444,0.9888308262251285,0.06968887564959092,0.06970603409359619,0.06856930986401796,0.06983928123602978,0.2970673296293263,0.48185577112699535,0.6053824423907402,0.0005976136636175306
2023-01-24 17:00:00,24,5,0.18591160716291458,0.9825664732332883,0.06984425082940363,0.07017562716309467,0.0693926506650748,0.07078974627370166,0.20222334837502265,0.4787726584954382,0.29860419058562476,0.003794137682207466
2023-01-24 21:00:00,24,6,0.2225209339563144,0.9749279121818236,0.07078598797188942,0.07019121219286745,0.06583105872421144,0.06658488981932767,0.28597239319250073,0.4771499377577329,0.13713897975104072,-0.01689538566371976
2023-01-25 01:00:00,25,1,0.037391194276325625,0.9993007047883985,0.06657951845470059,0.06626389217309059,0.0640326016023963,0.0667017761931242,0.2572981316093102,0.47610677381657784,0.033341276437146884,0.00047353484480105914
2023-01-25 05:00:00,25,2,0.07473009358642425,0.9972037971811801,0.06670054754213367,0.06687590016982309,0.06741073833326419,0.06745237861589962,0.13688762955230624,0.5161203043593776,1.0,0.003035539368300642
2023-01-25 09:00:00,25,3,0.11196447610330786,0.9937122098932426,0.06745081884900464,0.06652238870139085,0.06596429003496027,0.06620958860793999,0.1781267601297291,0.47532706931213337,0.0,-0.005031027417428846
2023-01-25 13:00:00,25,4,0.14904226617617444,0.9888308262251285,0.06621435952333729,0.06658569616715751,0.06441893928890907,0.06598486583145247,0.3240254089617502,0.4767049775253402,0.03377786075585878,-0.0009124247777476694
2023-01-25 17:00:00,25,5,0.18591160716291458,0.9825664732332883,0.06599999629280273,0.06680388658397646,0.06635062772147307,0.06784937795078125,0.23324817669453987,0.4771027812601253,0.04352956920272232,0.007545254157547286
2023-01-25 21:00:00,25,6,0.2225209339563144,0.9749279121818236,0.06786646108440536,0.07810496786259377,0.06899902775361635,0.07125216708645449,0.45789018797991793,0.47922234334765884,0.09548823551292779,0.013625242985174096
2023-01-26 01:00:00,26,1,0.037391194276325625,0.9993007047883985,0.07125145930004403,0.0723625830305897,0.07221346768759898,0.07207233434736626,0.2251958461671714,0.4788338815941547,0.08596553516679813,0.003256484345282343
2023-01-26 05:00:00,26,2,0.07473009358642425,0.9972037971811801,0.07207729201015031,0.0714525247748232,0.07062429520967758,0.0702249408480804,0.2072217688957208,0.4824871699413448,0.17552176533484123,-0.0073501146143238666
2023-01-26 09:00:00,26,3,0.11196447610330786,0.9937122098932426,0.0702198771413017,0.06984769664008258,0.07010373277265067,0.07051072367058103,0.17963436514056766,0.4759388300284636,0.014996621759018428,0.0011405653191746432
2023-01-26 13:00:00,26,4,0.14904226617617444,0.9888308262251285,0.07050642168344043,0.07201358584664333,0.07044525528752801,0.07012997066937077,0.37344582634233797,0.4761581985425148,0.020374192667457592,-0.001519881487664812
2023-01-26 17:00:00,26,5,0.18591160716291458,0.9825664732332883,0.0701037546384943,0.07047131279692168,0.07014567800718638,0.07135095351804,0.19944009381135183,0.4795115273237279,0.10257725347716017,0.004865741386712694
2023-01-26 21:00:00,26,6,0.2225209339563144,0.9749279121818236,0.07134032299937557,0.07142242954491715,0.07135171388228315,0.07069292248645231,0.13809325149122875,0.48079952660412556,0.13415109847636053,-0.0026193790319954382
