datetime,open,high,low,close,volume,RSI,MOM,MACD,MACD_SIGNAL,MACD_HIST,ADX,ROC,BBANDS_UPPER,BBANDS_MIDDLE,BBANDS_LOWER,SMA_50,PLAW,PLAW_BANDS_LOW,PLAW_BANDS_UP,dist_nearest_support,dist_nearest_resistance,strength_support,strength_resistance,TSF,VAR,LINREG,STDDEV,OBV,next_close
2025-10-27 13:00:00,115362.02,115437.48,114503.99,114969.68,4493.43933,69.94373884315365,3323.409999999989,1381.1922370778339,1094.1879767954342,287.0042602823996,31.75649655959927,2.9767317797540382,115983.18019690656,112521.35799999977,109059.535803093,110696.36099999986,115081.22356031055,-802411101911.0587,802411332073.5059,130.32000000000698,147.91999999999825,0.033530314691630134,0.03584624638597327,116013.73021978032,2535190.9533309937,115642.13200000009,1592.2282981190208,3973051.2222690154,111385.18
2025-10-27 17:00:00,114969.68,115790.0,114790.81,114942.64,2258.20754,69.65621315392796,3682.179999999993,1369.5572647531226,1149.261834386972,220.29543036615064,33.33135292642274,3.309513550456278,116262.43201138228,112715.17549999978,109167.91898861728,110839.54439999987,115096.95880168524,-802520816875.6697,802521047069.5873,157.36000000000058,120.88000000000466,0.033183827894519916,0.038342917726581556,116211.60241758247,2489725.8650665283,115845.80057142861,1577.8865184374092,3970793.0147290155,111623.45
2025-10-27 21:00:00,114942.64,114942.64,113830.01,114107.65,2236.06411,61.27901385872796,2383.6699999999983,1278.2251666097873,1175.054500831535,103.17066577825221,33.361250711863626,2.1335348060461223,116291.93471070644,112918.21249999976,109544.49028929308,110951.96339999986,115112.69364974013,-802630529097.8335,802630759323.2207,276.3500000000058,107.64999999999418,0.022962316369240978,0.040426034008249775,116028.10857142846,2171233.961774826,115712.70085714276,1473.5107606579688,3968556.9506190154,111646.27
2025-10-28 01:00:00,114107.65,114547.2,113569.91,113908.24,2184.14279,59.44047997888742,622.1500000000087,1176.1946604677505,1175.2825327587782,0.9121277089723208,33.0391492955784,0.5491848116569331,116309.12109625844,113082.87099999978,109856.62090374112,111051.95959999989,115128.42810454866,-802740238578.0621,802740468834.9183,475.75999999999476,31.75999999999476,0.020658523239734192,0.06866731385399441,115739.78230769222,1851916.4907836914,115484.57799999992,1360.8513845323785,3966372.8078290154,111260.46
2025-10-28 05:00:00,113908.25,114364.99,113483.3,114188.37,2190.6787,61.20153057616618,493.3999999999942,1105.1988546816137,1161.2657971433453,-56.066942461731514,32.6207546905979,0.43396818698311357,116354.62734188723,113242.04499999978,110129.46265811233,111162.87139999987,115144.16216618418,-802849945316.8672,802850175605.1914,195.63000000000466,188.36999999999534,0.025000994856530602,0.03445351820442017,115460.1827472526,1489042.8698921204,115266.46885714273,1220.26344282377,3968563.4865290155,111723.98
2025-10-28 09:00:00,114188.38,114673.68,114113.3,114357.73,1236.93368,62.26818235275818,771.7399999999907,1050.4907008072187,1139.11077787612,-88.62007706890131,32.47876107780092,0.6794323842227223,116382.94766464189,113408.43199999977,110433.91633535764,111247.11719999988,115159.8958347201,-802959649314.7604,802959879634.552,26.270000000004075,357.7299999999959,0.05992760634818571,0.030942539273968526,115077.33153846144,909919.5919380188,114964.16228571419,953.8970552098475,3969800.4202090153,113286.09
2025-10-28 13:00:00,114357.72,116086.0,114138.06,114641.38,4008.51256,64.05078327269165,81.98000000001048,1018.2841335175181,1114.9454490043995,-96.66131548688145,33.28491657500895,0.0715611289863638,116449.77812791964,113566.02099999976,110682.26387207989,111316.54639999988,115175.62911022974,-803069350572.253,803069580923.5112,79.42999999999302,150.61999999999534,0.046143951459314686,0.036131834739253715,114754.91340659343,430601.1912288666,114712.51800000003,656.2020963307467,3973808.9327690154,113694.97
2025-10-28 17:00:00,114641.38,115591.41,113566.44,113689.99,2719.79536,54.713851881839005,-1268.5199999999895,905.5523314128513,1073.0668254860898,-167.51449407323844,33.25072771792585,-1.1034589783740167,116405.85385096277,113672.32999999977,110938.80614903677,111370.01119999988,115191.36199278643,-803179049089.8564,803179279472.5804,694.0099999999948,204.09000000001106,0.019706399294601402,0.03810662739118542,114339.14824175808,375016.88537216187,114356.03485714272,612.3862223892385,3971089.1374090156,113585.99
2025-10-28 21:00:00,113689.0,113703.32,112211.0,112898.45,3183.35948,48.393185077031646,-2656.1500000000087,743.767217725006,1007.206903933873,-263.439686208867,31.67333205559681,-2.2986103538933156,116301.97466853392,113747.99349999978,111194.01233146564,111405.08919999989,115207.09448246346,-803288744868.0817,803288975282.2706,248.4499999999971,323.179999999993,0.023234839285697903,0.03135712896676594,113755.80439560449,504808.7627620697,113842.88428571436,710.4989533856258,3967905.7779290155,114559.4
2025-10-29 01:00:00,112898.44,112975.75,112100.0,112523.49,2076.22141,45.699927589662245,-2838.529999999999,578.6251803031773,921.4905592077339,-342.86537890455656,30.096121124152354,-2.460541172909414,116224.42796602423,113792.99549999977,111361.56303397531,111439.4945999999,115222.82657933413,-803398437907.4396,803398668353.0927,126.50999999999476,51.779999999998836,0.03322293866211208,0.04659522940251641,113072.42670329672,704591.7219467163,113240.5045714286,839.3996199348177,3965829.556519015,114958.51
2025-10-29 05:00:00,112523.49,113577.9,112505.58,113577.9,2036.63326,53.53169466076021,-1391.7799999999988,526.758852633051,842.5442178927973,-315.7853652597463,29.125154066052993,-1.2105626457340701,116117.15843120065,113889.57699999977,111661.9955687989,111500.41079999991,115238.55828347163,-803508128208.4407,803508358685.5573,806.1000000000058,92.0,0.019528816483958496,0.0448987729350135,112896.4854945054,736743.8591918945,113078.67457142848,858.3378467665832,3967866.1897790153,115554.6
2025-10-29 09:00:00,113577.9,113624.12,112732.91,113132.36,1970.99326,50.23465162298601,-1810.2799999999988,444.5782386164792,762.9510220375337,-318.37278342105446,28.26098779355746,-1.574942075456065,115896.10253026558,113983.17199999976,112070.24146973394,111581.87359999992,115254.28959494922,-803617815771.5958,803618046280.175,482.3600000000006,160.92999999999302,0.02050592864808394,0.03670405214980571,112695.77747252739,776462.3421783447,112887.33571428564,881.171006206142,3965895.1965190154,115362.02
2025-10-29 13:00:00,113132.35,113643.73,111401.5,111509.74,4606.39611,40.46085156226491,-2597.909999999989,245.68552690985962,659.4979230119989,-413.81239610213925,26.388840684411985,-2.276718519748666,115937.56246526266,113972.45999999977,112007.35753473689,111650.34099999993,115270.02051384006,-803727500597.415,803727731137.456,175.04999999998836,259.7300000000105,0.028569879649451804,0.031071730722589584,112196.47351648338,1039860.736196518,112416.08314285702,1019.7356207353541,3961288.8004090153,114969.68
2025-10-29 17:00:00,111509.74,112030.23,109200.0,110640.0,7741.83881,36.375526260903754,-3268.2400000000052,17.67710005241679,531.1337584200825,-513.4566583676657,26.22446665132739,-2.869186636541843,116272.94134158695,113840.15549999979,111407.36965841263,111691.54079999993,115285.75104021734,-803837182686.4086,803837413257.9106,126.66000000000349,78.0,0.030700043030737045,0.05572741210180678,111548.1592307692,1494451.0471115112,111809.23914285711,1222.4774219230028,3953546.961599015,114942.64
2025-10-29 21:00:00,110640.0,111800.0,109733.22,110021.29,2647.63091,33.76381304680345,-4167.080000000002,-210.51921272822074,382.80316419042185,-593.3223769186426,26.07183362060598,-3.64930333973591,116605.37276642866,113656.47149999978,110707.5702335709,111623.51439999993,115301.48117415419,-803946862039.0865,803947092642.0488,44.2899999999936,321.2899999999936,0.04978415377384942,0.03632519894200088,110809.75879120888,2084048.4335136414,111122.16457142864,1443.6233696894913,3950899.3306890153,114107.65
2025-10-30 01:00:00,110021.3,111011.99,109703.43,110751.47,2342.18582,39.302589600125195,-3606.2599999999948,-328.6584411149961,240.51084312933827,-569.1692842443343,25.949180425352132,-3.153490367463563,116724.49422185993,113514.74549999977,110304.99677813961,111602.93599999993,115317.21091572373,-804056538655.9585,804056769290.3804,15.190000000002328,33.470000000001164,0.08922265997747843,0.06369410586854696,110438.36065934069,2177489.071817398,110760.3702857143,1475.6317534593102,3953241.516509015,113908.24
2025-10-30 05:00:00,110751.48,111592.0,107925.06,111366.72,6581.76635,43.58345323656653,-3274.6600000000035,-368.39249821445264,118.73017486058009,-487.1226730750327,26.831998419163913,-2.8564380505538223,116657.39811786049,113355.1114999998,110052.8248821391,111664.31699999992,115332.94026499905,-804166212537.5344,804166443203.4149,318.06999999999243,116.7100000000064,0.026610860575891498,0.035596314076665594,110234.1072527472,2184677.1607437134,110557.24657142854,1478.0653438680285,3959823.2828590153,114188.37
2025-10-30 09:00:00,111366.72,111467.01,109692.3,109717.29,2970.54213,36.210200635089315,-3972.7000000000116,-526.9034261617198,-10.396545343879893,-516.5068808178399,27.65175798484628,-3.494326985163787,116665.57967955981,113093.05049999981,109520.5213204398,111694.34239999992,115348.6692220532,-804275883684.3232,804276114381.6617,148.7100000000064,17.289999999993597,0.03250077697399235,0.15238895428497068,109613.88736263741,2600904.5673503876,109979.8088571429,1612.7320196952708,3956852.7407290153,114357.73
2025-10-30 13:00:00,109717.19,109777.93,107328.0,107711.56,6544.11088,29.64296770419927,-5186.889999999999,-805.0895557367912,-169.33514742246217,-635.7544083143291,29.388745844828918,-4.594296910187867,116790.89541766635,112700.8984999998,108610.90158233326,111682.14099999992,115364.39778695923,-804385552096.8347,804385782825.6302,88.44999999999709,211.55999999999767,0.04322045110094728,0.035090980577364775,108608.01857142868,3689951.4197483063,109046.37200000009,1920.9246262538013,3950308.6298490153,114641.38
2025-10-30 17:00:00,107711.56,108214.85,106304.34,106536.39,4367.26208,26.599064983165693,-5987.100000000006,-1107.612596791485,-356.99063729626675,-750.6219594952182,31.322739585137263,-5.320755692877999,116964.19740842152,112259.61699999981,107555.0365915781,111661.76779999991,115380.1259597902,-804495217775.5779,804495448535.8298,64.25,11.740000000005239,0.06065710052988824,0.13019127532943434,107509.68571428569,4996423.264770508,108019.99457142854,2235.268052107064,3945941.3677690155,113689.99
2025-10-30 21:00:00,106536.39,108334.53,106316.17,108322.88,3182.96112,37.16265404779978,-5255.0199999999895,-1189.4976848338702,-523.4920468037874,-666.0056380300828,32.98843276599685,-4.626797995032472,116756.55941725036,111927.2769999998,107097.99458274923,111659.89539999992,115395.853740619,-804604880721.0613,804605111512.7688,297.1900000000023,30.119999999995343,0.030181151094666896,0.08119383213030802,107229.49747252744,4661733.609266281,107716.98857142855,2159.104816646538,3949124.3288890156,112898.45
2025-10-31 01:00:00,108322.87,110042.16,108275.28,109227.86,4174.2813,41.73696892124553,-3904.5,-1167.9050024188182,-652.3746379267935,-515.5303644920247,32.85849156874885,-3.4512671705955733,116399.08665290027,111641.53799999978,106883.9893470993,111687.04559999992,115411.58112951867,-804714540933.7941,804714771756.9563,101.25999999999476,252.1600000000035,0.033976928941559605,0.039112138109641426,107248.89978021984,4194735.962192535,107691.30742857148,2048.1054568045406,3953298.6101890155,112523.49
2025-10-31 05:00:00,109227.87,110215.0,109114.88,109449.31,3598.46922,42.8336245357573,-2060.4300000000076,-1120.0126728637988,-745.9022449141946,-374.1104279496042,32.58533683140978,-1.8477578729893973,116116.28484851873,111408.62099999978,106700.95715148083,111724.68299999992,115427.30812656213,-804824198414.2847,804824429268.9009,120.19000000000233,30.710000000006403,0.0326258041079244,0.07331377202425086,107339.50483516483,3834987.4926109314,107736.98285714285,1958.312409349165,3956897.0794090154,113577.9
