,next_close
2025-11-10 01:00:00,0.4253915
2025-11-10 05:00:00,0.36560962
2025-11-10 05:00:00,0.36560962
2025-11-10 09:00:00,0.3934937
2025-11-10 09:00:00,0.3934937
2025-11-10 09:00:00,0.3934937
2025-11-10 13:00:00,0.64807844
2025-11-10 13:00:00,0.64807844
2025-11-10 13:00:00,0.64807844
2025-11-10 13:00:00,0.64807844
2025-11-10 17:00:00,0.69154865
2025-11-10 17:00:00,0.69154865
2025-11-10 17:00:00,0.69154865
2025-11-10 17:00:00,0.69154865
2025-11-10 17:00:00,0.69154865
2025-11-10 21:00:00,0.6639945
2025-11-10 21:00:00,0.6639945
2025-11-10 21:00:00,0.6639945
2025-11-10 21:00:00,0.6639945
2025-11-10 21:00:00,0.6639945
2025-11-10 21:00:00,0.6639945
2025-11-11 01:00:00,0.33973265
2025-11-11 01:00:00,0.33973265
2025-11-11 01:00:00,0.33973265
2025-11-11 01:00:00,0.33973265
2025-11-11 01:00:00,0.33973265
2025-11-11 01:00:00,0.33973265
2025-11-11 01:00:00,0.33973265
2025-11-11 05:00:00,0.742705
2025-11-11 05:00:00,0.742705
2025-11-11 05:00:00,0.742705
2025-11-11 05:00:00,0.742705
2025-11-11 05:00:00,0.742705
2025-11-11 05:00:00,0.742705
2025-11-11 05:00:00,0.742705
2025-11-11 05:00:00,0.742705
2025-11-11 09:00:00,0.3242113
2025-11-11 09:00:00,0.3242113
2025-11-11 09:00:00,0.3242113
2025-11-11 09:00:00,0.3242113
2025-11-11 09:00:00,0.3242113
2025-11-11 09:00:00,0.3242113
2025-11-11 09:00:00,0.3242113
2025-11-11 09:00:00,0.3242113
2025-11-11 09:00:00,0.3242113
2025-11-11 13:00:00,-0.23007575
2025-11-11 13:00:00,-0.23007575
2025-11-11 13:00:00,-0.23007575
2025-11-11 13:00:00,-0.23007575
2025-11-11 13:00:00,-0.23007575
2025-11-11 13:00:00,-0.23007575
2025-11-11 13:00:00,-0.23007575
2025-11-11 13:00:00,-0.23007575
2025-11-11 13:00:00,-0.23007575
2025-11-11 13:00:00,-0.23007575
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 17:00:00,-0.23221256
2025-11-11 21:00:00,-0.044800077
